тип,Пр.Всего,Цена,Балк/Лодж,Санузел,Тип дома,Отделка,Этаж,Мебель,ПлощКухни,ЖилПлощ,Кол-воЭтаж,Кол-воКомн,Парковка,Ремонт,ВысПотол,Техника,ОбщПлощ,ГодПостр,Широта,Долгота,Адрес
Вторичка,131,4090000,,совмещенный,кирпичный,,5,"кухня, хранение одежды, спальные места",6.1 м²,20 м²,5,1,открытая во дворе,косметический,,холодильник,32 м²,1967,55.866329,49.0189,"р-н Московский, Республика Татарстан (Татарстан), Казань, Беломорская ул., 73"
Новостройки,2965,5277390,лоджия,раздельный,кирпичный,предчистовая,5,,9.7 м²,17 м²,5,1,,,,,40.9 м²,,55.73562,48.82283,"с. Лесные Моркваши, ул. Поселковая з/у 3, стр. 7"
Вторичка,669,6990000,балкон,совмещенный,кирпичный,,5,кухня,6 м²,32 м²,5,2,открытая во дворе,евро,,,44 м²,,55.83273315,49.09176254,"Республика Татарстан, Казань, пр-т Ибрагимова, 41"
Новостройки,41,14071571,лоджия,,монолитно-кирпичный,без отделки,4,,4.9 м²,43.4 м²,14,3,,,,,65.9 м²,,55.77717,49.20217,"ул. Бухарская, стр. 5"
Вторичка,2322,4600000,балкон,раздельный,кирпичный,,5,,7 м²,30 м²,9,2,,косметический,2.7 м,,44.6 м²,1977,55.842443,49.0348,"Республика Татарстан, Казань, Ютазинская ул., 14"
Новостройки,122,5752207,,,монолитно-кирпичный,предчистовая,4,,11.7 м²,13.4 м²,7,1,открытая во дворе,,2.7 м,,35.6 м²,,55.8335,48.77667,"пос. Октябрьский, ул. Новая, стр. 1.1"
Вторичка,1031,3450000,,совмещенный,кирпичный,,2,,,18 м²,5,студия,,евро,,,18 м²,1962,55.835761,49.091071,"Республика Татарстан, Казань, ул. Восстания, 24"
Новостройки,32,12572665,лоджия,,монолитно-кирпичный,без отделки,17,,4.8 м²,27.9 м²,22,2,,,,,46.4 м²,,55.77717,49.20217,"ул. Бухарская, стр. 5"
Новостройки,855,8537100,лоджия,совмещенный,монолитно-кирпичный,без отделки,6,,10.6 м²,18.9 м²,20,1,,,,,42.9 м²,,55.82594,49.0416,"ул. Окольная, блок-секция 3"
Новостройки,440,16241273,балкон,,монолитно-кирпичный,без отделки,2,,3.7 м²,,7,3,подземная,,3 м,,82.4 м²,,55.74582,48.73824,"ул. Спортивная, д. 98"
Вторичка,104,5800000,балкон,,кирпичный,,16,,,19.1 м²,23,студия,,косметический,,,28 м²,,55.7216,49.187631,"Республика Татарстан (Татарстан), Казань, ул. Братьев Батталовых, 20к1"
Новостройки,247,9050000,,,монолитно-кирпичный,,9,,15.6 м²,13.1 м²,19,1,,,,,41.4 м²,,55.77776,49.18614,"ул. Аделя Кутуя, д. 5"
Вторичка,18,6200000,балкон,совмещенный,кирпичный,,2,,5 м²,,9,1,открытая во дворе,евро,2.4 м,,29.6 м²,1977,55.75502777,49.21423721,"Республика Татарстан, Казань, пр-т Победы, 41"
Новостройки,57,9253440,балкон,совмещенный,монолитный,предчистовая,4,,22.3 м²,10.3 м²,14,1,"подземная, открытая во дворе",,2.9 м,,40.8 м²,,55.81776,49.18711,"р-н Советский, ул. Халитова, корп. 2"
Вторичка,34,5997600,,совмещенный,кирпичный,,2,"кухня, хранение одежды, спальные места",7.4 м²,18.6 м²,3,1,открытая во дворе,евро,2.6 м,"кондиционер, стиральная машина, водонагреватель",35.7 м²,1951,55.856245,49.079141,"Республика Татарстан, Казань, Социалистическая ул., 7"
Вторичка,1323,8400000,лоджия,раздельный,панельный,,2,"кухня, хранение одежды",13.4 м²,28.4 м²,9,2,открытая во дворе,евро,2.6 м,кондиционер,58.2 м²,1999,55.777029,49.232448,"Республика Татарстан (Татарстан), Казань, Советский район, мкр-н Азино-1, ул. Закиева, 41"
Новостройки,356,7741630,балкон,,панельный,предчистовая,3,,9.9 м²,29.7 м²,10,2,,,,,52.7 м²,,55.6863,49.21429,"ул. Габдуллы Тукая, д. 3"
Вторичка,538,8550000,балкон,раздельный,кирпичный,,7,"хранение одежды, спальные места",11.3 м²,27.1 м²,10,2,"подземная, за шлагбаумом во дворе",косметический,2.7 м,"кондиционер, холодильник, стиральная машина",54 м²,2016,55.79061127,49.24929047,"р-н Советский, Республика Татарстан (Татарстан), Казань, ул. Азата Аббасова, 12"
Новостройки,253,19591602,,,монолитно-кирпичный,без отделки,4,,16.3 м²,12.6 м²,5,1,,,,,37.7 м²,,55.78404,49.12951,"ул. Старая, д. 7"
Вторичка,1678,7800000,балкон,совмещенный,кирпичный,,4,"кухня, спальные места",6 м²,18 м²,5,1,открытая во дворе,дизайнерский,2.7 м,"холодильник, стиральная машина",28 м²,1974,55.76995087,49.14081192,"Республика Татарстан, Казань, ул. Шаляпина, 41А"
Новостройки,23558,5195570,лоджия,раздельный,кирпичный,предчистовая,2,,9.7 м²,17 м²,5,1,,,,,40.9 м²,,55.73562,48.82283,"с. Лесные Моркваши, ул. Поселковая з/у 3, стр. 7"
Вторичка,360,2400000,,совмещенный,кирпичный,,6,"кухня, хранение одежды, спальные места",,,9,студия,открытая во дворе,косметический,,"холодильник, стиральная машина, водонагреватель",13.2 м²,1979,55.85988617,49.23121643,"р-н Советский, Республика Татарстан, Казань, ул. Солидарности, 21"
